Time,Show,Episode
12:07am,Are You Being Served?,Cold Store
12:46am,Keeping Up Appearances,Episode 1
1:23am,My Family,Owed to Susan
1:54am,The New Addams Family,"My Son, My Chimp"
2:30am,Radio Active,Return to Sender
3:00am,System Crash,Sports
3:30am,Dragon Ball,"Watch Out, Launch!"
4:00am,Dragon Ball Z,Elite Fighters of the Ginyu Force
4:30am,Uh Oh!,Episode 92
5:00am,Pokémon,Song Of Jigglypuff
5:30am,Yu-Gi-Oh!,Arena Of Lost Souls
6:00am,Uh Oh!,Episode 93
6:30am,Stickin' Around,Doll Day Afternoon / Send in the Clones
7:00am,Hamtaro,The Chicken Contest
7:30am,The New Woody Woodpecker Show,Episode 29
8:00am,Rugrats,Dummi Bear Dinner Disaster / Twins' Pique
8:30am,Mona the Vampire,Witch Watch / The Hexed Mansion of Agatha Misty
9:00am,Rupert,Rupert and the Marsh Mystery
9:30am,Care Bears,Desert Gold / Gift of Caring
10:00am,D'myna Leagues,Skin Deep
10:30am,Monster By Mistake,Monster a Go Go
11:00am,Stickin' Around,The Mucus Touch / If It Ain't Fixed Break It
11:30am,Flying Rhino Junior High,Inverted and Unglued
12:00pm,SpongeBob SquarePants,No Weenies Allowed / Squilliam Returns
12:30pm,Hamtaro,"Let's Dance, Sandy!"
1:00pm,Care Bears,The Thing That Came to Stay / Space Bubbles
1:30pm,George Shrinks,Close Encounters
2:00pm,Mona the Vampire,The Billabong Bunyip / The Subhuman Substitutes
2:30pm,Sailor Moon,Bad Hair Day
3:00pm,Pokémon: Master Quest,Enlighten Up!
3:30pm,Jackie Chan Adventures,The J-Team
4:00pm,The Fairly OddParents,Boy Toy / Inspection Detection
4:30pm,All Grown Up!,River Rats
5:00pm,Yu-Gi-Oh!,"Arena of Lost Souls, Part 2"
5:30pm,Beyblade,Searching for Dragoon
6:00pm,SpongeBob SquarePants,No Weenies Allowed / Squilliam Returns
6:30pm,Transformers: Armada,Union
7:00pm,Yu-Gi-Oh!,Freeze Play (Part I)
7:30pm,Knights of the Zodiac,Seiya Battles Black Pegasus
8:00pm,Dragon Ball,The Pirate Trap
8:30pm,Dragon Ball GT,"This May Hurt a Little. Goku, the Dentist"
9:00pm,Spider-Man: The New Animated Series,When Sparks Fly
9:30pm,Samurai Jack,Episode XXXIX: Jack and the Labyrinth
10:00pm,Inuyasha,Naraku's True Identity Unveiled
10:30pm,A Wicked Smile; Kikyo's Wandering Soul,
11:00pm,ReBoot,Gigabyte
11:30pm,Trust No One,
