Time,Show,Episode,Image
12:00am,Pinky and the Brain,Collect Em All / Pinkasso,""
12:28am,Animaniacs,Episode 25,""
12:57am,Josie and the Pussycats,Warrior Women of Amazonia,""
1:26am,Superfriends,Brainchild / Stolen Powers,""
1:54am,The Fairly OddParents,Mile in my Shoes / Super Bike 11,""
2:30am,SpongeBob SquarePants,Chaperone / Employee Of the Month,""
2:54am,What I Like About You,Dude Where's Val's Car?,""
3:30am,Big Wolf on Campus,Muffy The Werewolf Slayer,""
3:58am,Girlstuff/Boystuff,Cha Ching / Slam,""
4:30am,Sailor Moon,Match Point for Sailor Moon,""
5:00am,Pokémon: Johto League Champions,A Dairy Tale Is Ending,""
5:30am,He-Man and the Masters of the Universe,Mystery of Anwat Gar,""
6:00am,Mona The Vampire,Bird Boy / Flower Power,""
6:30am,Monster By Mistake,Johnny's Reunion,""
7:00am,Reboot,Between a Raccoon and a Hard Place,""
7:30am,Beyblade,Out of the Past,""
8:00am,Beast Machines,"End Game, Part 2: When Legends",""
8:30am,Transformers Armada,Underground,""
9:00am,Jackie Chan Adventures,A Night At The Opera,""
9:30am,The Mummy,The Maze,""
10:00am,He-Man & The Masters of the Universe,Orko's Garden,""
10:30am,X-Men: Evolution,Fun and Games,""
11:00am,Justice League,"Fury, Part 1",""
11:30am,Samurai Jack,The First Fight,""
12:00pm,Galidor: Defenders of the Outer Dimension,Go For The Bronze,""
12:30pm,Jacques Cousteau's Ocean Tales,Hammerhead Sharks of Cocos,""
1:00pm,Video & Arcade Top Ten,Episode 31,""
1:30pm,Uh Oh!,Episode 207,""
2:00pm,Medabots,Pixies and Pirates,""
2:30pm,Digimon Frontier,Darkness Before the Dawn,""
3:00pm,Power Stone,Danger Cruise,""
3:30pm,Zoids: New Century,The Dark Giant: The Invincible Elephander Giant,""
4:00pm,The Land Before Time II: The Great Valley Adventure (1994),""
4:30pm
5:00pm
5:30pm
6:00pm,Moville Mysteries,The Creep Next Door,""
6:30pm,Freaky Stories,Ooops,""
7:00pm,Goosebumps,Teacher's Pet,""
7:30pm,The New Addams Family,Tale of Long John Addams,""
8:00pm,Mystery Hunters,Area 51 - Roswell,""
8:30pm,Vampire High,In Your Dreams,""
9:00pm,Buffy the Vampire Slayer,First Date,""
9:30pm
10:00pm,Fear,Serenity Lake Sanitorium,""
10:30pm
11:00pm,Vampire High,There's a New Vampire,""
11:30pm,Big Wolf on Campus,That Swamp Thing You Do,""
