Time,Show,Episode,Image
12:00am,Dead Last,The Mulravian Candiate,""
12:30am
1:00am,He-Man & The Masters Of The Universe,Underworld,""
1:30am,Thunderbirds,Perils Of Penelope Part 2,""
2:00am,Justice League,Fury (Part 1),""
2:30am,Samurai Jack,Jack vs. the Five Hunters,""
3:00am,X-Men: Evolution,The X-Impulse,""
3:30am,Jackie Chan Adventures,Monkey A Go-Go,""
4:00am,Pinky & The Brain,Around The World In 80,""
4:30am,Animaniacs,Turkey Jerky / Wild Blue Yonder,""
5:00am,Superfriends,Return of the Phantoms/Bully for You/SuperClones,""
5:30am,Digimon Frontier,Can't Keep A Grumblemon Down,""
6:00am,Mona the Vampire,Frank Stein / The Cake,""
6:30am,Seven Little Monsters,The Whole Tooth!,""
7:00am,Monster By Mistake,"Lights, Camera, Monster",""
7:30am,Hamtaro,Maxwell's Big Scoop,""
8:00am,Rugrats,They Came From the Backyard / Lil's Phil of Trash,""
8:30am,Detention,Shareena Takes The Cake,""
9:00am,Hey Arnold!,Grandpa's Birthday / Road Trip,""
9:30am,"The Adventures of Jimmy Neutron, Boy Genius",Battle Of The Bands / Jimmy On Ice,""
10:00am,SpongeBob SquarePants,Your Shoe's Untied / Something Smells,""
10:30am,The Fairly OddParents,Chin Up / Dog Day Afternoon,""
11:00am,Dexter's Laboratory,Episode 64,""
11:30am,The New Woody Woodpecker Show,Episode 50,""
12:00pm,Yvon of the Yukon,Fromage To Eternity,""
12:30pm,Girlstuff/Boystuff,Bad Memories / Pleasantly Surprised,""
1:00pm,D'Myna Leagues,Psych Out,""
1:30pm,Uh Oh!,Episode 229,""
2:00pm,System Crash,Cyberworld,""
2:30pm,I Love Mummy,Master Of Disaster,""
3:00pm,Radio Active,The CD Case,""
3:30pm,Student Bodies,Disco Cody,""
4:00pm,"20,000 Leagues Under the Sea (1997)",""
4:30pm
5:00pm
5:30pm
6:00pm,What I Like About You,Holly's First Job,""
6:30pm,The Brothers Garcia,Don't Give Up Your Day Job,""
7:00pm,Girlstuff/Boystuff,Bad Memories / Pleasantly Surprised,""
7:30pm,Saddle Club,The Ride Of His Life,""
8:00pm,YTV's Hit List,Episode 26,""
8:30pm
9:00pm
9:30pm,Girlz TV,Episode 4,""
10:00pm,Student Bodies,Disco Cody,""
10:30pm,Radio Active,The CD Case,""
11:00pm,I Love Mummy,Master Of Disaster,""
11:30pm,System Crash,Cyberworld,""
