Time,Show,Episode,Image
12:00am,The Painted Hills (1951),""
12:30am
1:00am
1:30am
2:00am,Home and Away,"",""
2:30am,Smith and Smith,"",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,The Hilarious House of Frightenstein,"",""
6:30am
7:00am,The Brownstone Kids,"",""
7:30am,Adventures of the Little Mermaid,"",""
8:00am,"Denver, the Last Dinosaur","",""
8:30am,Bucky O'Hare and the Toad Wars,"",""
9:00am,The Super Mario Bros. Super Show!,"",""
9:30am,Teenage Mutant Ninja Turtles,"",""
10:00am,Casper The Friendly Ghost,"",""
10:30am,Ghostbusters,"",""
11:00am,The New Adventures of He-Man,"",""
11:30am,The Secret Lives of Waldo Kitty,"",""
12:00pm,Puttnam's Prairie Emporium,Practical Jokes (Part 1 of 2),""
12:30pm,You Can't Do That On Television,"",""
1:00pm,Special Edition,"",""
1:30pm,StreetNOISE,(Crack; New Music Seminar; seemingly-safe war games; England's class system),""
2:00pm,Look Homeward (1964),""
2:30pm
3:00pm
3:30pm,Young Canada,"(Interviews and profiles, including musician Jeff Healey and hockey star, Eric Lindros)",""
4:00pm,Bonanza,"",""
4:30pm
5:00pm,Bread,Episode #3.7,""
5:30pm,Wild Kingdom,(Scientists attempt to learn more about wild dogs who roam the Australian Outback),""
6:00pm,The Littlest Hobo,Boy on Wheels,""
6:30pm,Wild and Crazy Kids,"",""
7:00pm,Maniac Mansion,Down and Out in Cedar Springs,""
7:30pm,The Adventures of the Black Stallion,(A weekend cowboy attempts to break the Black's spirit.),""
8:00pm,The Hit List,"",""
8:30pm
9:00pm,Fame,Judgement Day,""
9:30pm
10:00pm,Wild Side,"(After laying her eggs, a crocodile goes without food for four months to guard her babies)",""
10:30pm,Smith and Smith,"",""
11:00pm,All Our Children,(a discussion about sex issues concerning children and young adults),""
11:30pm
