Time,Show,Episode,Youtube Video ID
12:00am,Are You Being Served?,,
12:30am,Keeping Up Appearances,,
1:00am,Breaker High,,
1:30am,,,
2:00am,,,
2:30am,,,
3:00am,,,
3:30am,,,
4:00am,,,
4:30am,,,
5:00am,,,
5:30am,,,
6:00am,Maya The Bee,(Max the worm is stung by a hornet while saving Maya),
6:30am,Kitty Cats,(the kittens play school; Charlie loses a magic balloon),
7:00am,Dragon Ball,The Legend of Goku,
7:30am,The Wacky World of Tex Avery,,
8:00am,Mummies Alive!,,
8:30am,Spider-Man,"Neogenic Nightmare, Part XI: Tablet of Time",
9:00am,Rugrats,The Slide / The Big Flush,
9:30am,Hey Arnold!,Arnold's Valentine,
10:00am,The Angry Beavers,Born to Be Beavers / Up All Night,
10:30am,Aaahh!!! Real Monsters,Simon Strikes Back/The Ickis Box,
11:00am,ReBoot,,
11:30am,Beasties,,
12:00pm,Ninja Turtles: The Next Mutation,The Guest,
12:30pm,X-Men,Night of the Sentinels (Part 1 of 2),
1:00pm,Uh Oh!,,
1:30pm,YTV News,Episode 25,
2:00pm,The Hit List,Season 7 Episode 16,
2:30pm,,,
3:00pm,NBA Dunk Street,,
3:30pm,Alvin and the Chipmunks,,
4:00pm,Woody Woodpecker,,
4:30pm,Rocky & Bullwinkle,,
5:00pm,Rocko's Modern Life,Cabin Fever / Rinse and Spit,
5:30pm,Sweet Valley High,Romance Wasn't Built in a Day,
6:00pm,The Adventures of Shirley Holmes,The Case of the Exploding Puppet,
6:30pm,ReBoot,,
7:00pm,Buffy The Vampire Slayer,"Bewitched, Bothered & Bewildered",
7:30pm,,,
8:00pm,Goosebumps,Don't Wake Mummy,
8:30pm,Freaky Stories,Gotcha!,
9:00pm,Goosebumps,Let's Get Invisible!,
9:30pm,Are You Afraid of the Dark?,The Tale of Watcher's Woods,
10:00pm,Breaker High,,
10:30pm,The Hit List,,
11:00pm,,,
11:30pm,The Anti-Gravity Room,Episode 58,
