Time,Show,Episode,Image
12:00am,Buffy the Vampire Slayer,Passion,""
12:30am
1:00am,Breaker High,The Deck's Files,""
1:30am,Student Bodies,"",""
2:00am,"","",""
2:30am,"","",""
3:00am,"","",""
3:30am,"","",""
4:00am,"","",""
4:30am,"","",""
5:00am,"","",""
5:30am,"","",""
6:00am,Surf's Up! Let's Cook,"",""
6:30am,Surf Shack,The Big Show,""
7:00am,Dragon Flyz,"",""
7:30am,The Secret Files of the SpyDogs,"",""
8:00am,Channel Umptee-3,"",""
8:30am,Walter Mellon,"",""
9:00am,The Flintstones,The Big Bank Robbery,""
9:30am,The Jetsons,Las Venus,""
10:00am,Aaahh!!! Real Monsters,Monster Blues / I Heard the Snorch Call My Name,""
10:30am,Hey Arnold!,Arnold's Room / Helga vs. Big Patty,""
11:00am,The Angry Beavers,The Bing That Wouldn't Leave / You Promised!,""
11:30am,Rocko's Modern Life,Closet Clown / Seat to Stardom,""
12:00pm,Video & Arcade Top 10,"",""
12:30pm,Uh Oh!,"",""
1:00pm,Hit List,"",""
1:30pm
2:00pm,Tiny Toon Adventures,"",""
2:30pm,"He's Your Dog, Charlie Brown (1968)",""
3:00pm,Dexter's Laboratory,"",""
3:30pm,Spider-Man,"",""
4:00pm,Dumb Bunnies,"",""
4:30pm,The Twisted Tales of Felix the Cat,"",""
5:00pm,Worst Witch,"",""
5:30pm,Animorphs,The Capture - Part 2,""
6:00pm,Freaky Stories,(Maurice challenges Larry.),""
6:30pm,The New Addams Family,Wednesday Leaves Home,""
7:00pm,Buffy the Vampire Slayer,Band Candy,""
7:30pm
8:00pm,Goosebumps,The Ghost Next Door,""
8:30pm
9:00pm,Are You Afraid of the Dark?,The Tale of the Shiny Red Bicycle,""
9:30pm,Deepwater Black,Infestation,""
10:00pm,Breaker High,Lord of the Butterflies,""
10:30pm,Flipper,Ebb Tide,""
11:00pm
11:30pm,Ocean Girl,Romance,""
