Time,Show,Episode
12:00am,Are You Being Served?,
12:30am,Keeping Up Appearances,The Art Exhibition
1:00am,Breaker High,Mayhem on the Orient Distress
1:30am,,
2:00am,,
2:30am,,
3:00am,,
3:30am,,
4:00am,,
4:30am,,
5:00am,,
5:30am,,
6:00am,Maya the Bee,(Jack is set free by a cat)
6:30am,Kitty Cats,Charlie's Big Appetite / Mysterious Squirrel
7:00am,King Arthur & the Knights of Justice,
7:30am,Sky Dancers,
8:00am,Peter Pan & the Pirates,
8:30am,Dragon Flyz,
9:00am,Princess Gwenevere & the Jewel Riders,
9:30am,What-A-Mess,
10:00am,Woody Woodpecker,
10:30am,Pink Panther,
11:00am,Insektors,
11:30am,The Twisted Tales of Felix the Cat,
12:00pm,Mummies Alive!,
12:30pm,YTV News,
1:00pm,Small Talk,
1:30pm,Travels With Mom,
2:00pm,Willy Wonka and the Chocolate Factory (1971),
2:30pm,,
3:00pm,,
3:30pm,,
4:00pm,,
4:30pm,The Woody Woodpecker Show,
5:00pm,All Dogs Go to Heaven: The Series,Heaven Nose
5:30pm,Stickin' Around,"Buttnocchio / Dill, Man of Letters"
6:00pm,"Be My Valentine, Charlie Brown (1975)",
6:30pm,Percy's Park,
7:00pm,My Hometown,
7:30pm,Lassie,Not on the Map
8:00pm,Flipper,Flipper Goes To Miami
8:30pm,,
9:00pm,Jake and the Kid,Crossroads
9:30pm,,
10:00pm,Are You Afraid of the Dark?,The Tale of the Magician's Assistant
10:30pm,Deepwater Black,Awakening
11:00pm,NBA Dunk Street,
11:30pm,Super Dave's All Stars,
