Time,Show,Episode,Image
12:00am,Ghost in the Shell: Stand Alone Complex,Section 9,""
12:30am,Samurai Jack,XXIX: Couple on the Train,""
1:00am,Full Metal Alchemist,A Forger's Love,""
1:30am,Gundam Seed,The Turning Point,""
2:00am,Naruto,My Name is Konohamaru!,""
2:30am,Inuyasha,The Woman Who Loved Sesshomaru: Part I,""
3:00am,Superstars of Country (Paid Programming),""
3:30am,Dragon Ball GT,Resurrection of Super Saiyan,""
4:00am,One Piece,The Black Cat Pirates,""
4:30am,Yu-Gi-Oh!,"Brothers in Arms, Part 1",""
5:00am,Pokémon Chronicles,The Blue Badge of Courage!,""
5:30am,Beyblade,New Kid in Town,""
6:00am,Monster by Mistake,Haunted House,""
6:30am,Mona the Vampire,The Columbus Triangle / Soccer Sasquatch,""
7:00am,Krypto the Superdog,Krypto's Scrypto,""
7:30am,Battle B-Daman,A Fistfull Of B-Daballs,""
8:00am,Yu-Gi-Oh!,Birth Of The Blue-Eyes,""
8:30am,Beyblade,Take it to the Max!,""
9:00am,Teen Titans,"Homecoming, Part 2",""
9:30am,Xiaolin Showdown,Treasure Of The Blind Swordsman,""
10:00am,Danny Phantom,The Fenton Menace,""
10:30am,Monster Warriors,The Beast From Beneath The Sea,""
11:00am,Justice League Unlimited,Patriot Act,""
11:30am,Avatar: The Last Airbender,The Northen Air Temple,""
12:00pm,Pokémon: Advanced Battle,Pacifidlog Jam,""
12:30pm,Shaman King,The Kung Fu-Master,""
1:00pm,Beyblade G-Revolution,Take It To The Max!,""
1:30pm,Transformers: Cybertron,Family,""
2:00pm,Battle B-Daman,A Fistful Of B-Daballs,""
2:30pm,D.I.C.E.,Dice Vs. Dice!,""
3:00pm,Captain Flamingo,"I Scream, You Scram! / Ball Of Confusion",""
3:30pm,Martin Mystery,It Came From Inside The Box,""
4:00pm,The Fairly Oddparents: Channel Chasers (2004),""
4:30pm
5:00pm
5:30pm,Captain Flamingo,The Flamingo Has Landed / Pancake Panic,""
6:00pm,Prank Patrol,Double Date,""
6:30pm,Zixx: Level Two,"Now You See Him, Now You Don't",""
7:00pm,Ghost Trackers,The Ghost Of Eldon House,""
7:30pm,Dark Oracle,Through A Glass Darkly,""
8:00pm,Smallville,Pariah,""
8:30pm
9:00pm,Wayne's World 2 (1993),""
9:30pm
10:00pm
10:30pm
11:00pm,Bob and Margaret,The Candidate,""
11:30pm,Jury Duty,""
