Time,Show,Episode,Image
12:00am,Superman (1978),""
12:30am
1:00am
1:30am
2:00am
2:30am
3:00am,Mystery Hunters,Great Lakes/Spook Light,""
3:30am,Spy Academy,Operation Evil Harvest,""
4:00am,Prank Patrol,Rap Star,""
4:30am,15/Love,"Squib, Inc.",""
5:00am,Mystery Hunters,Irish Castle Ghost/Jesse James,""
5:30am,Timeblazers,A Soldiers Life,""
6:00am,Monster By Mistake,Donut Dough,""
6:30am,Mona the Vampire,Horned Horror / Cat Lady's Meow,""
7:00am,The Boy,Pokeboy,""
7:30am,Jacob Two-Two,Jacob Two-Two & The Valentine's Day Disaster,""
8:00am,SpongeBob SquarePants,Nature Pants / Opposites Day,""
8:30am,Brady's Beasts,How To Groom Your Monster For Success,""
9:00am,Care Bears,Grumpy The Clumsy / Purple Carrot,""
9:30am,Monster By Mistake,Thin Ice,""
10:00am,Rupert,Rupert And The Sun Bandit,""
10:30am,Seven Little Monsters,Dinner For Breakfast/Drip,""
11:00am,George Shrinks,Down The Drain,""
11:30am,Flying Rhino Junior High,"Yo Ho Ho, And The Phantom's A Bum",""
12:00pm,Being Ian,For Whom The Wedding Bell Toll,""
12:30pm,Brady's Beasts,How To Put Together A Skeleton,""
1:00pm,Care Bears,Perils Of The Pyramid/Bedtime For Carealot,""
1:30pm,George Shrinks,Speed Shrinks,""
2:00pm,Mona the Vampire,Horoscope / Rescue Of Queen Mab,""
2:30pm,The Boy,Hold That Thought,""
3:00pm,Jacob Two-Two,Jacob Two-Two & The Socks Dimension,""
3:30pm,The Amazing Adrenalini Brothers,Fangs Of Horror / Pirates Of Greed / Pyramids Of Panic,""
4:00pm,Teen Titans,Titans Together,""
4:30pm,Martin Mystery,It Came From the Bog,""
5:00pm,The Fairly OddParents,You Doo / Just Desserts,""
5:30pm,SpongeBob SquarePants,Ugh,""
6:00pm,Being Ian,Ian's Louse-ey Day,""
6:30pm,Martin Mystery,"They Came From the Gateway, Part 2",""
7:00pm,Unfabulous,The Picture,""
7:30pm,15/Love,"Squib, Inc.",""
8:00pm,SpongeBob SquarePants,Great Snail Race / Mid-Life Crustacean,""
8:30pm,Sabrina The Teenage Witch,Sabrina's Real World,""
9:00pm,15/Love,Anger Management,""
9:30pm,Dark Oracle,Paintball Wizard,""
10:00pm,My Family,Episode 69,""
10:30pm,The Hardy Boys,R.I.P.,""
11:00pm,Madison,Great Expectations,""
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Beauty To Beast Transitions,""
