Time,Show,Episode,Image
12:00am,Invader Zim,Career Day / Battle Dib,""
12:30am,Justice League Unlimited,This Little Piggy,""
1:00am,Fullmetal Alchemist,Dante of the Deep Forest,""
1:30am,Ghost in the Shell: Stand Alone Complex,Intercepter,""
2:00am,Inuyasha,The Lucky but Two-Timing Scoundrel!,""
2:30am,Naruto,Ebisu Returns: Naruto's Toughest Training Yet!,""
3:00am,Paid Programming,""
3:30am
4:00am,Yu-Gi-Oh!,The Darkness Returns (Part 4),""
4:30am,Yu-Gi-Oh! GX,The Doomsday Duel (Part 2),""
5:00am,Pokémon: Master Quest,Whichever Way the Wind Blows,""
5:30am,Battle B-Daman,All About Enjyu,""
6:00am,Mischief City,Gillygaloo / Buttering Bread,""
6:30am,The Amazing Adrenalini Brothers,Wheels of Destruction / Gondolas of Jealousy / Saddles of Insanity,""
7:00am,Captain Flamingo,Just Looking / Outrageous Fortune Cookie,""
7:30am,Xiaolin Showdown,Chameleon,""
8:00am,SpongeBob SquarePants,Texas / Walking Small,""
8:30am,The Fairly OddParents,Something's Fishy / Presto-Changeo,""
9:00am,Viva Pinata,Franklin Can't Dance / Horstachio of a Different Color,""
9:30am,Danny Phantom,Parental Bonding,""
10:00am,Teen Titans,Things Change,""
10:30am,Team Galaxy,Shipwrecked,""
11:00am,Avatar: The Last Airbender,The Blind Bandit,""
11:30am,Shuriken School,Lousy Labyrinth,""
12:00pm,Monster Warriors,Buzz!,""
12:30pm,G.I. Joe: Sigma 6,Race,""
1:00pm,Pokémon: Advanced Battle,The Scheme Team,""
1:30pm,Battle B-Daman,Yamato and Terry's Excellent Adventure,""
2:00pm,Transformers Cybertron,Collapse,""
2:30pm,Yu-Gi-Oh! GX,Raring to Go,""
3:00pm,Martin Mystery,Scream from the Forest,""
3:30pm,Captain Flamingo,Run Milo Run / Blizzard of Ooze,""
4:00pm,Sabrina: Friends Forever (2002),""
4:30pm
5:00pm
5:30pm
6:00pm,Jacob Two-Two,Jacob Two-Two and the Halloween Hullaballoo,""
6:30pm,Robotboy,The Donnienator / Halloween,""
7:00pm,Ghost Trackers,Freaky Findings (Behind the Scenes/Recap),""
7:30pm,Ireland House,""
8:00pm,Smallville,"",""
8:30pm
9:00pm,Scream 3 (2000),""
9:30pm
10:00pm
10:30pm
11:00pm,Bob and Margaret,Age Before Beauty,""
11:30pm,Margaret Gets a Job,""
