Time,Show,Episode,Image
12:00am,Pretty in Pink (1986),""
12:30am
1:00am
1:30am
2:00am,Smallville,Bound,""
2:30am
3:00am,Paid Programming,70's Explosion,""
3:30am,Avatar: The Last Airbender,The Fortune Teller,""
4:00am,Xiaolin Showdown,Dangerous Minds,""
4:30am,Teen Titans,"Homecoming, Part 1",""
5:00am,Martin Mystery,"Day Of The Shadows, Part 2",""
5:30am,Danny Phantom,Doctor's Disorders,""
6:00am,Monster By Mistake,Monster On Purpose,""
6:30am,Mona the Vampire,Vampire Hunter / Sounds Of Sirens,""
7:00am,Winx Club,Last Resorts,""
7:30am,Mew Mew Power,One Flew Out Of The Mew Mew's Nest,""
8:00am,"The Adventures of Jimmy Neutron, Boy Genius",Stranded,""
8:30am,My Life as a Teenage Robot,Ear No Evil / Ufo,""
9:00am,The Fairly OddParents,"Lights, Camera, Adam / Diary-Uh",""
9:30am,Catscratch,Requiem For A Cat / Scaredy Cat,""
10:00am,SpongeBob SquarePants,Nature Pants / Opposites Day,""
10:30am,All Grown Up,Lost At Sea,""
11:00am,Jane and the Dragon,Dragon Diva,""
11:30am,Being Ian,Kelley Vs. Kelley,""
12:00pm,Jacob Two-Two,Jacob Two-Two and The Teacher's Pet,""
12:30pm,Martin Mystery,Return Of The Djini,""
1:00pm,Winx Club,Last Resorts,""
1:30pm,Mew Mew Power,One Flew Out Of The Mew Mew's Nest,""
2:00pm,Captain Flamingo,Beyond The Thundermonkey Dome / Gum Control,""
2:30pm,Spy Academy,Mission Art Attack,""
3:00pm,Video & Arcade Top 10,Video & Arcade Xv,""
3:30pm,Zixx: Level Two,Nerds Of A Feather,""
4:00pm,Sabrina Down Under (1999),""
4:30pm
5:00pm
5:30pm
6:00pm,The Goonies (1985),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm,The Fresh Prince of Bel-Air,Granny Gets Busy,""
9:00pm,Prank Patrol,Frankenstein,""
9:30pm,Ghost Trackers,The Ghost Of Colborne Lodge,""
10:00pm,Mystery Hunters,Ghost Ship / Underground Vaults,""
10:30pm,15/Love,The Trial,""
11:00pm,My Family,Shrink Rap,""
11:30pm,Bob and Margaret,Cottage Country,""
