Time,Show,Episode,Image
12:00am,Invader ZIM,Planet Jackers / Rise of the Zitboy,""
12:30am,Justice League Unlimited,The Return,""
1:00am,Fullmetal Alchemist,"Al, Captured",""
1:30am,Ghost in the Shell: Stand Alone Complex,Decoy,""
2:00am,Inuyasha,Miroku's Past Mistake,""
2:30am,Naruto,Long Time No See: Jiraiya Returns!,""
3:00am,Paid Programming,""
3:30am
4:00am,Yu-Gi-Oh!,Clash in the Coliseum (Part 5),""
4:30am,Yu-Gi-Oh! GX,Sibling Rivalry,""
5:00am,Pokémon: Master Quest,Enlighten Up!,""
5:30am,Battle B-Daman,"The Good, The Bad, and The B-Daman",""
6:00am,Mischief City,Monster Island / Peas in Space,""
6:30am,The Amazing Adrenalini Brothers,Lamp of Confusion / Bellies of Belligerence / Jungle of Ruin,""
7:00am,Captain Flamingo,Milo and More Problems / The Even Greater Escape,""
7:30am,Xiaolin Showdown,Ring of the Nine Dragons,""
8:00am,SpongeBob SquarePants,Dying of Pie / Imitation Krabs,""
8:30am,The Fairly OddParents,Who's Your Daddy / Homewrecker,""
9:00am,Viva Piñata,"Sick Day / Lights, Camera, Action",""
9:30am,Danny Phantom,Attack of the Killer Garage Sale,""
10:00am,Teen Titans,Final Exam,""
10:30am,Team Galaxy,When Josh Attacks,""
11:00am,Avatar: The Last Airbender,Zuko Alone,""
11:30am,Shuriken School,Eizan's Shadow,""
12:00pm,Monster Warriors,The Terror Underground,""
12:30pm,G.I. Joe: Sigma 6,Jungle,""
1:00pm,Pokémon: Advanced Battle,The Right Place and The Right Mime,""
1:30pm,Battle B-Daman,A Fistful of B-DaBalls,""
2:00pm,Transformers Cybertron,Time,""
2:30pm,Yu-Gi-Oh! GX,A Hassleberry Hounding,""
3:00pm,Martin Mystery,Crypt of the Djini,""
3:30pm,Ruby Gloom,Grounded in Gloomsville,""
4:00pm,Alvin and the Chipmunks Meet the Wolfman (2000),""
4:30pm
5:00pm
5:30pm
6:00pm,"It's the Great Pumpkin, Charlie Brown",""
6:30pm,The Flintstones,A Haunted House Is Not a Home,""
7:00pm,Ghost Trackers,HMSC Haida,""
7:30pm,Mystery Hunters,Werewolves / Dracula,""
8:00pm,Smallville,"",""
8:30pm
9:00pm,Fear (1996),""
9:30pm
10:00pm
10:30pm
11:00pm,Bob and Margaret,An Ordinary Dentist,""
11:30pm,'Til Death Do Us Part,""
