Time,Show,Episode,Image
12:00am,Ghost in the Shell: Stand Alone Complex,Lost Heritage,""
12:30am,Samurai Jack,Jack and the Flying Prince and Princess,""
1:00am,Witch Hunter Robin,All I Really Oughtta Know,""
1:30am,Gundam Seed,On A Calm Day,""
2:00am,Naruto,A New Chapter Begins:The Chunin Exam,""
2:30am,InuYasha,"Farewell Kikyo, My Beloved",""
3:00am,Paid Programming,""
3:30am,Dragon Ball GT,Super Dangerous Super Saiyan Three is Defeated,""
4:00am,One Piece,An Unlikely Pair: The Pirate And The Pirate Hunter,""
4:30am,Yu-Gi-Oh!,Stalked By The Rare Hunters,""
5:00am,Pokemon Chronicles,Trouble In Big Town!,""
5:30am,Beyblade,The Reunion Begins,""
6:00am,Monster By Mistake,Badgering Billy,""
6:30am,Mona the Vampire,Ventrillo-Creep/Limo,""
7:00am,Krypto the Superdog,"Up, Up And Away / Dinosaur Time",""
7:30am,Battle B-Daman,They Call Me Yamato,""
8:00am,Yu-Gi-Oh!,"Sinister Secrets, Part 1",""
8:30am,Beyblade G-Revolution,The Return Of Kai,""
9:00am,Teen Titans,Divide & Conquer,""
9:30am,Xiaolin Showdown   ,The Last Temptation Of Raimundo,""
10:00am,Avatar: The Last Airbender,Avatar Premiere Special,""
10:30am
11:00am,The Storm,""
11:30am,The Blue Spirit,""
12:00pm,Pokemon: Advanced Battle,Absol-Ute Disaster,""
12:30pm,Shaman King,The Dynasty Fight,""
1:00pm,Beyblade,The Return Of Kai,""
1:30pm,Transformers Cybertron,Critical,""
2:00pm,Battle B-Daman,They Call Me Yamato,""
2:30pm,D.I.C.E.,Fugitive Android,""
3:00pm,Video & Arcade Top 10,#051,""
3:30pm,Zixx: Level One,Parched,""
4:00pm,Teenage Mutant Ninja Turtles III (1993),""
4:30pm
5:00pm
5:30pm
6:00pm,Jane and the Dragon,Dragon Rules,""
6:30pm,Prank Patrol,The Magic Car,""
7:00pm,Ghost Trackers,Ghost Trackers,""
7:30pm,Dark Oracle,Recruitment,""
8:00pm,Smallville,Facade,""
8:30pm
9:00pm,Edward Scissorhands (1990),""
9:30pm
10:00pm
10:30pm
11:00pm,Bob and Margaret,Book Club,""
11:30pm,Cottage Country,""
