Time,Show,Episode,Image
12:00am,The Wedding Singer (1998),""
12:30am
1:00am
1:30am
2:00am,Smallville,"",""
2:30am
3:00am,Paid Programming,""
3:30am,""
4:00am,Avatar: The Last Airbender,The Library,""
4:30am,Shuriken School,The Demon and Mrs. Clean,""
5:00am,The Fairly OddParents,You Doo / Just Desserts,""
5:30am,Danny Phantom,Kindred Spirits,""
6:00am,Video & Arcade Top 10,"",""
6:30am,Jane and the Dragon,Dragon Diva,""
7:00am,Winx Club,Secret Guardian,""
7:30am,Mew Mew Power,Do Mew Wanna Dance?,""
8:00am,Robotboy,Human Fist on Ice / Robot Rebels,""
8:30am,Grossology,It's Gotta Be the Shoes,""
9:00am,Captain Flamingo,Pasta Your Bedtime / New Bird on the Block,""
9:30am,The Fairly OddParents,Back to Norm / Teeth for Two,""
10:00am,SpongeBob SquarePants,Krab-Borg / Rock-a-Bye Bivalve,""
10:30am,All Grown Up!,Super Hero Worship,""
11:00am,Ruby Gloom,Science Fair or Foul,""
11:30am,Jane and the Dragon,Adventures in Royal Babysitting,""
12:00pm,Jacob Two-Two,Jacob Two-Two and the Too Big Tomato,""
12:30pm,Martin Mystery,Rage of the Leprechaun,""
1:00pm,Erky Perky,Key to the Kitchen / Cold Snap,""
1:30pm,Grossology,It's Gotta Be the Shoes,""
2:00pm,The Amazing Adrenalini Brothers,Actors of Infamy / Vikings of Romance / Oil of Avarice,""
2:30pm,Prank Patrol,Bingo,""
3:00pm,Monster Warriors,The Giant Lobster Invasion,""
3:30pm,Mystery Hunters,Frankenstein / Shadow People,""
4:00pm,The Flintstones in Viva Rock Vegas (2000),""
4:30pm
5:00pm
5:30pm
6:00pm,Drake & Josh Go Hollywood (2006),""
6:30pm
7:00pm
7:30pm
8:00pm,Game Gurus,Pavolvic Family vs. Alonzi Family,""
8:30pm,Yates Family vs. MacLellan Family,""
9:00pm,Prank Patrol,Bingo,""
9:30pm,Weird Years,Wingnut 5000,""
10:00pm,Committed,There Must Be a Pony,""
10:30pm,Bob and Margaret,The Cuckoo in the Nest,""
11:00pm,Madison,"Tattoos, Term Deposits and Tainted Love",""
11:30pm,Hollywood's Ten Best,Father-Daughter Movies,""
