Time,Show,Episode,Image
12:00am,Edward Scissorhands (1990),""
12:30am
1:00am
1:30am
2:00am,Smallville,Facade,""
2:30am
3:00am,Samurai Jack,Episode 47,""
3:30am,Avatar,The Blue Spirit,""
4:00am,Xiaolin Showdown,The Last Temptation Of Raimundo,""
4:30am,Teen Titans,Divide & Conquer,""
5:00am,Martin Mystery,The Warlock Returns,""
5:30am,Danny Phantom,Life Lessons,""
6:00am,Monster By Mistake,Mine Your Own Business,""
6:30am,Mona the Vampire,The Columbus Triangle / Soccer Sasquatch,""
7:00am,Winx Club,Exchange Students,""
7:30am,Mew Mew Power,The Hero Lies In Mew,""
8:00am,"The Adventures of Jimmy Neutron, Boy Genius",Tommorow Boys,""
8:30am,My Life as a Teenage Robot,Designing Women / Robot Riot,""
9:00am,The Fairly OddParents,Super Bike / A Mile in My Shoes,""
9:30am,Catscratch,Tale of the Tail / Mr. Pickles,""
10:00am,SpongeBob SquarePants,Naughty Nautical Neighbors / Boating School,""
10:30am,All Grown Up!,"Rachel, Rachel",""
11:00am,Jane and the Dragon,The Offer,""
11:30am,Being Ian,Piano Man,""
12:00pm,Jacob Two-Two,Jacob Two-Two and The Boggie Beastie,""
12:30pm,Martin Mystery,The Rise Of The Secret Society,""
1:00pm,Winx Club,Exchange Students,""
1:30pm,Mew Mew Power,The Hero Lies In Mew,""
2:00pm,Girlstuff/Boystuff,Bowling for Dollars and Dates / Adventures in Cousin-sitting,""
2:30pm,Spy Academy,Operation Zone Alarm,""
3:00pm,Video & Arcade Top 10,#023,""
3:30pm,Zixx: Level Two,Trust No One,""
4:00pm,3 Ninjas Kick Back (1994),""
4:30pm
5:00pm
5:30pm
6:00pm,When in Rome (2002),""
6:30pm
7:00pm
7:30pm
8:00pm,15/Love,King Pong,""
8:30pm,Mystery Hunters,Banshee & Mothman,""
9:00pm,Ghost Trackers,Ghost Trackers,""
9:30pm,Spy Academy,Operation Zone Alarm,""
10:00pm,Prank Patrol,The Magic Car,""
10:30pm,15/Love,Break Point,""
11:00pm,My Family,Pity She's A Whore,""
11:30pm,Bob and Margaret,Party Politics,""
