Time,Show,Episode,Youtube Video ID
12:00am,Beetlejuice (1988),,
12:30am,,,
1:00am,,,
1:30am,,,
2:00am,,,
2:30am,The Fresh Prince of Bel-Air,Guess Who's Coming to Marry?,
3:00am,Paid Programming,,
3:30am,Hollywood's Ten Best,Hollywood's 10 Best Family Comedies,
4:00am,Game Gurus,Labelle Family vs. Ki Family,
4:30am,Prank Patrol,The Iceman Cometh,
5:00am,Mystery Hunters,Ice Mummies - Cryonics,
5:30am,Timeblazers,"The Good, the Bad, and the Bread",
6:00am,Brady's Beasts,How to Groom Your Monster for Success / How to Be a Good Monstersitter,
6:30am,Jacob Two-Two,Jacob Two-Two and the Dangerous Debut,
7:00am,Being Ian,Joust Kidding Around,
7:30am,Martin Mystery,The Awakening,
8:00am,The Fairly OddParents,"Go Young, West Man! / Birthday Wish",
8:30am,Winx Club,Rescuing the Pixies,
9:00am,Monster by Mistake,Natural Disaster,
9:25am,Mona the Vampire,"Ghastly Gargoyle Galore / Monkey Sea, Monkey Do",
9:50am,The Berenstain Bears,Hug and Make Up / Road Race,
10:15am,George Shrinks,Ants in the Pantry,
10:41am,Jane and the Dragon,Tests and Jests,
11:05am,Pippi Longstocking,Pippi Goes to the South Seas,
11:30am,LazyTown,Sportacus on the Move,
12:00pm,Being Ian,Once a Pawn a Time,
12:30pm,Captain Flamingo,Milo and More Problems / The Greater Escape,
1:00pm,Inspector Gadget,Arabian Nights,
1:25pm,Mischief City,Circus Monsters / Nervous Rex,
1:45pm,Stickin' Around,Tree's Company / Dear Diary,
2:10pm,The Amazing Adrenalini Brothers,Peaks of Peril / Voices of Madness / Waves of Turmoil,
2:30pm,Captain Flamingo,"Much Ado About a ""Do"" / Big Porcelain Flamingo",
3:00pm,Jacob Two-Two,Jacob Two-Two and the Bookworm Brouhaha,
3:30pm,Yu-Gi-Oh!,In the Name of the Pharaoh,
4:00pm,Teen Titans,Birthmark,
4:30pm,Robotboy,I Want That Toy / Sweet Revenge,
5:00pm,SpongeBob SquarePants,Fools in April / Neptune's Spatula,
5:30pm,Danny Phantom,One of a Kind,
6:00pm,All Grown Up!,TP + KF,
6:30pm,Being Ian,Is There an Ian in the House?,
7:00pm,Avatar: The Last Airbender,The Blind Bandit,
7:30pm,Team Galaxy,Shipwrecked,
8:00pm,Malcolm in the Middle,The Bully,
8:30pm,Fries with That?,The Prankster,
9:00pm,15/Love,Charity of Fire,
9:30pm,My Family,Episode # 072,
10:00pm,Prank Patrol,The Best of Prank Patrol,
10:30pm,Bob and Margaret,Life Saver,
11:00pm,Madison,Free Falling,
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Girls That Wanna Have Fun,
