Time,Show,Episode,Image
12:00am,Malcolm in the Middle,The Bully,""
12:30am,The Fresh Prince of Bel-Air,M is for the Many Things She Gave Me,""
1:00am,Smallville,Recruit,""
1:30am
2:00am,Sabrina the Teenage Witch,Dante's Inferno,""
2:30am,The Fresh Prince of Bel-Air,Working It Out,""
3:00am,Paid Programming,""
3:30am
4:00am,Yu-Gi-Oh!,Clash in the Coliseum,""
4:30am,Yu-Gi-Oh! GX,Field of Screams (Part 1),""
5:00am,Pokémon: Master Quest,Some Like It Hot,""
5:30am,Battle B-Daman,And the Winner Is...,""
6:00am,Brady's Beasts,How to Put Together a Skeleton / How to Unplug a Sparker,""
6:30am,Jacob Two-Two,Jacob Two-Two and the Boogie Beastie,""
7:00am,Being Ian,Links for Love,""
7:30am,Martin Mystery,They Came from Outer Space (Part 1),""
8:00am,The Fairly OddParents,Timmy's 2D House of Horror / It's a Wishful Life,""
8:30am,Winx Club,My Boyfriend's Wedding,""
9:00am,Monster by Mistake,Donut Dough,""
9:25am,Mona the Vampire,The Wrath of Thor / The Pied Piper,""
9:50am,The Berenstain Bears,Attic Treasure / Moving Day,""
10:15am,George Shrinks,Round Up the Usual Insects,""
10:41am,Jane and the Dragon,Shall We Dance?,""
11:05am,Pippi Longstocking,Pippi Meets Some Pearl Poachers,""
11:30am,LazyTown,Remote Control,""
12:00pm,Being Ian,Joust Kidding Around,""
12:30pm,Brady's Beasts,How to Get Rid of an Undesirable Monster / How to Date a Werewolf,""
1:00pm,Inspector Gadget,Clear Case,""
1:25pm,Mischief City,Dinner Party / Dress Code,""
1:45pm,Stickin' Around,Slime-a-Bean / Voice of Doom,""
2:10pm,The Amazing Adrenalini Brothers,Flames of Fury / Kilts of Uproar / Claws of Malice,""
2:30pm,Captain Flamingo,Snot Funny / Flowers and Candy,""
3:00pm,Jacob Two-Two,Jacob Two-Two and the Crumbling Cookie,""
3:30pm,Battle B-Daman,Gray and the Blues,""
4:00pm,Teen Titans,The Quest,""
4:30pm,Viva Pinata,Franklin Can't Dance / Horstachio of a Different Color,""
5:00pm,SpongeBob SquarePants,Hooky / Mermaid Man and Barnacle Boy II,""
5:30pm,Danny Phantom,Parental Bonding,""
6:00pm,"The Adventures of Jimmy Neutron, Boy Genius",Nightmare in Retroville,""
6:30pm,Being Ian,For Whom the Wedding Bell Tolls,""
7:00pm,Drake & Josh,The Affair,""
7:30pm,Prank Patrol,Magic Shop,""
8:00pm,Malcolm in the Middle,Old Mrs. Old,""
8:30pm,The Fresh Prince of Bel-Air,"",""
9:00pm,15/Love,With Friends Like These,""
9:30pm,Game Gurus,Labelle Family vs. Ki Family,""
10:00pm,Prank Patrol,Bad News Bakery,""
10:30pm,Bob and Margaret,The Candidate,""
11:00pm,Madison,House of Cards,""
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Chicks with Attitude,""
