Time,Show,Episode,Image
12:00am,Inuyasha the Movie: The Castle Beyond the Looking Glass (2002),""
12:30am
1:00am
1:30am
2:00am,Smallville,Unsafe,""
2:30am
3:00am,Paid Programming,""
3:30am,Avatar: The Last Airbender,The Deserter,""
4:00am,Xiaolin Showdown,Saving Omi (Part 2),""
4:30am,Teen Titans,"Aftershock, Part 1",""
5:00am,Martin Mystery,Return Of The Djini,""
5:30am,Danny Phantom,Pirate Radio,""
6:00am,Monster by Mistake,World's Collide,""
6:30am,Mona the Vampire,Bird Boy / Flower Power,""
7:00am,Winx Club,Desperately Seeking Bloom,""
7:30am,Mew Mew Power,I've Got A Crush On Mew,""
8:00am,"The Adventures of Jimmy Neutron, Boy Genius",Attack of the Twonkies,""
8:30am
9:00am,The Fairly OddParents,Spaced Out / Transparents,""
9:30am,Microphony / So Totally Spaced Out,""
10:00am,SpongeBob SquarePants,MuscleBob BuffPants / Squidward The Unfriendly Ghost,""
10:30am,All Grown Up!,Blind Man's Bluff,""
11:00am,Jane and the Dragon,Three's A Crowd,""
11:30am,Being Ian,Little Camp Of Horrors,""
12:00pm,Jacob Two-Two,Jacob Two-Two and The Puzzling Portable,""
12:30pm,Martin Mystery,Tale Of The Enchante,""
1:00pm,Winx Club,Desperately Seeking Bloom,""
1:30pm,Mew Mew Power,I've Got A Crush On Mew,""
2:00pm,Captain Flamingo,Sink Or Swim / Basement Of Yuck,""
2:30pm,Spy Academy,Mission Stop The Optics,""
3:00pm,Video & Arcade Top 10,Video & Arcade Xv,""
3:30pm,Zixx: Level Two,Beware The Man Eating Chicken,""
4:00pm,The NeverEnding Story (1984),""
4:30pm
5:00pm
5:30pm
6:00pm,Gremlins 2: The New Batch (1990),""
6:30pm
7:00pm
7:30pm
8:00pm
8:30pm,Monster Warriors,The Giant Spider Invasion,""
9:00pm,Prank Patrol,The Mummy,""
9:30pm,Ghost Trackers,The Ghost Of Spadina House,""
10:00pm,Mystery Hunters,Beast Of Exmoor / Cadborosaurus,""
10:30pm,15/Love,Comfort Zones,""
11:00pm,My Family,Of Mice And Ben,""
11:30pm,Bob and Margaret,Gary,""
