Time,Show,Episode
12:00am,The Fresh Prince of Bel-Air,"Not With My Pig, You Don't"
12:30am,Sabrina the Teenage Witch,Magic Joel
1:00am,What I Like About You,Nobody's Perfect
1:30am,Smallville,Rush
2:00am,,
2:30am,Sabrina the Teenage Witch,Magic Joel
3:00am,Mystery Hunters,Ghost Ship/Underground Vaults
3:30am,Freaky Stories,Panty Raid
4:00am,Being Ian,For Whom The Wedding Bell Toll
4:30am,Yu-Gi-Oh!,Makings Of A Magician
5:00am,Pokémon Advanced Battle,Saved By The Beldom
5:30am,Beyblade,Out Of The Past
6:00am,Monster By Mistake,Soap Box Derby
6:30am,Seven Little Monsters,Good Morning
7:00am,The Boy,Pokeboy
7:30am,Jacob Two-Two,Jacob Two-Two The Fantastic Fountain
8:00am,Mona the Vampire,Terminate Her / 18 Holes
8:30am,Mischief City,King Of Stink / Shoo Fly
9:00am,Care Bears,Magic Train / Music Video
9:30am,Monster By Mistake,Leap Frog
10:00am,Rupert,Rupert And The Bigsmall Machine
10:30am,Seven Little Monsters,A Day At The Firehouse
11:00am,George Shrinks,Down The Drain
11:30am,Flying Rhino Junior High,Junior High Noon
12:00pm,Spongebob Squarepants,Graveyard Shift / Krusty Love
12:30pm,Being Ian,Once A Pawn A Time
1:00pm,The Care Bears Family,All Powerful Mr.Beastly / Order On The Court
1:30pm,George Shrinks,Speed Shrinks
2:00pm,Mischief City,Talking Out The Trash / Tick
2:30pm,The Boy,Hold That Thought
3:00pm,Jacob Two-Two,Jacob Two-Two Vs. The Hooded Fang
3:30pm,Battle B-Daman,"The Good, The Bad And The B-Daman"
4:00pm,Teen Titans,"Homecoming, Part 1"
4:30pm,Martin Mystery,Attack Of The Slime People
5:00pm,The Fairly OddParents,Cosmo Con / Wanda's Day Off
5:30pm,SpongeBob SquarePants,Texas / Walking Small
6:00pm,Being Ian,The Kelley's
6:30pm,Martin Mystery,Curse Of The Necklace
7:00pm,Drake & Josh,Little Sibling
7:30pm,Prank Patrol,The Dinner Party
8:00pm,SpongeBob SquarePants,Fools In April / Neptune's Spatula
8:30pm,Being Ian,Sask-Watch
9:00pm,15/Love,"Curve Balls, Part 2"
9:30pm,Sausage Factory,"Sex, Guys & Videotape"
10:00pm,Bob and Margaret,New Lease On Life
10:30pm,Nancy Drew,The Death And Life Of Billy Feral
11:00pm,Madison,Corkscrew
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Women In Uniform
