Time,Show,Episode,Image
12:00am,Malcolm In The Middle,Smunday,""
12:30am,The Fresh Prince of Bel-Air,You've Got to Be a Football Hero,""
1:00am,Smallville,Facade,""
1:30am
2:00am,Sabrina the Teenage Witch,Sweet Charity,""
2:30am,The Fresh Prince of Bel-Air,Deck The Halls,""
3:00am,Paid Programming,Gt Express 101,""
3:30am,15/Love,The Agent Game,""
4:00am,Yu-Gi-Oh!,"Brothers In Arms, Part 2",""
4:30am,Yu-Gi-Oh! GX,"King Of The Copycats, Part 1",""
5:00am,Pokémon: Master Quest,For Ho-Oh The Bell Tolls,""
5:30am,Battle B-Daman,he Karat Question,""
6:00am,Brady's Beast,How To Steal A Monster's Treasure,""
6:30am,Jacob Two-Two,Jacob Two-Two & The Mouldy Menace,""
7:00am,Being Ian,Pecky Head,""
7:30am,Martin Mystery,Mystery Of The Vanishing,""
8:00am,The Fairly OddParents,Chip Off The Old Chip / Snowbound,""
8:30am,Winx Club,The Army Of Decay,""
9:00am,Monster By Mistake,Soap Box Derby,""
9:25am,Mona the Vampire,Frosty / Vamp Rack,""
9:50am,The Berenstain Bears,Visit Fun Park / Perfect Fishing Spot,""
10:18am,George Shrinks,The More Things Change,""
10:46am,Jane and the Dragon,Knight Light,""
11:10am,Pippi Longstocking,Pippi Goes To School - Or Does She,""
11:34am,LazyTown,Sportacus Who?,""
12:00pm,Being Ian,Health Nut,""
12:30pm,Jane and the Dragon,The Last Of The Dragon Slayers,""
1:00pm,Inspector Gadget,The Curse Of The Pharaoh,""
1:25pm,Mischief City,Food Fighters / Sludge Monkeys,""
1:35pm,Stickin Around,"Temper, Temper / Aquachimps",""
2:15pm,The Amazing Adrenalini Brothers,Lamp Of Confusion / Bellies Of Belligerence,""
2:30pm,Captain Flamingo,"Missed Manners / Domo Ari Otto, Mr. Robotto",""
3:00pm,Jacob Two-Two,Jacob Two Two & The Demon Drooler,""
3:30pm,Battle B-Daman,In Search Of Greatness,""
4:00pm,Teen Titans,Haunted,""
4:30pm,The X's,License To Slumber / Three Days Of The Coin,""
5:00pm,SpongeBob SquarePants,Jelly Fishing / Plankton,""
5:30pm,Danny Phantom,Control Freaks,""
6:00pm,The Fairly OddParents,Miss Dimmsdale / Mind Over Magic,""
6:30pm,Being Ian,Morning Zoo,""
7:00pm,Erky Perky,Sucked In / Tongue Tied,""
7:30pm,Monster Warriors,The Giant Spider Invasion,""
8:00pm,Malcolm In The Middle,Waterpark,""
8:30pm,Sabrina the Teenage Witch,Little Big Kraft,""
9:00pm,15/Love,The Slow Burn,""
9:30pm,Dark Oracle,Paintball Wizard,""
10:00pm,Prank Patrol,The Dinner Party,""
10:30pm,Bob & Margaret,My Foot Hurts,""
11:00pm,Madison,Family Passions,""
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Star-Crossed Lovers,""
