Time,Show,Episode
12:00am,Lucas (1986),
12:30am,,
1:00am,,
1:30am,,
2:00am,Smallville,Hourglass
2:30am,,
3:00am,Samurai Jack,The 4 Seasons Of Death
3:30am,Avatar: The Last Airbender,Jet
4:00am,Xiaolin Showdown,The Dream Stalker
4:30am,Teen Titans,Transformation
5:00am,Martin Mystery,Attack Of The Mothman
5:30am,Danny Phantom,Control Freaks
6:00am,Monster By Mistake,Johnny's Reunion
6:30am,Mona the Vampire,Dr Java and Mr. Hyde / Miss Dewey's Dismal System
7:00am,Jane and the Dragon,Dragon's Egg
7:30am,The Amazing Adrenalini Brothers,Adrenalini Brothers
8:00am,Being Ian,For Whom the Wedding Bells Toll
8:30am,Captain Flamingo,Alien Avalanche / Thor All Over
9:00am,The Fairly OddParents,Most Wanted Wish / This Is Your Wish
9:30am,Catscratch,A Wooly Adventure / EVIL!
10:00am,SpongeBob SquarePants,Big Pink Loser / Bubble Buddy
10:30am,Polly Pocket 2: Cool at the Pocket Plaza (2005),
11:00am,Jane and the Dragon,All Fool's Day
11:30am,Being Ian,Sask-Watch
12:00pm,Jacob Two-Two,Jacob Two Two & The Perfect Present
12:30pm,The Amazing Adrenalini Brothers,Wheels Of Destruction / Gondolas Of Jealousy
1:00pm,Winx Club,The Heart Of Cloud Tower
1:30pm,Girlstuff/Boystuff,Weekend Rental / Last Minute Shopping
2:00pm,Captain Flamingo,Alien Avalanche / Thor All Over
2:30pm,Spy Academy,Operation No Nanobots
3:00pm,Video & Arcade Top 10,Video & Arcade Xv
3:30pm,Zixx: Level Two,Trust No One
4:00pm,Resurrection (1980),
4:30pm,,
5:00pm,,
5:30pm,,
6:00pm,The Flintstones (1994),
6:30pm,,
7:00pm,,
7:30pm,,
8:00pm,,
8:30pm,Yvon of the Yukon,Pri-Mating Ritual
9:00pm,Ghost Trackers,The Ghost Of Westfield Village
9:30pm,Mystery Hunters,Taj Mahal / Labryinth
10:00pm,15/Love,The Slow Burn
10:30pm,Ready Or Not,Poor Little Rich Girl
11:00pm,Madison,Men Don't Leave
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Family Comedies
