Time,Show,Episode,Image
12:00am,Malcolm In The Middle,Sleepover,""
12:30am,The Fresh Prince of Bel-Air,Will Goes a Courtin,""
1:00am,Smallville,Crisis,""
1:30am
2:00am,Sabrina the Teenage Witch,Dream Date,""
2:30am,The Fresh Prince of Bel-Air,Mistaken Identity,""
3:00am,Paid Programming,Gt Express 101,""
3:30am,15/Love,Fortunate Son,""
4:00am,Yu-Gi-Oh!,"Courtroom Chaos, Part 1",""
4:30am,Yu-Gi-Oh! GX,Duel And Unusual Punishment,""
5:00am,Pokémon: Master Quest,Dueling Heroes,""
5:30am,Battle B-Daman,A Fistfull Of B-Daballs,""
6:00am,Brady's Beast,"How To Sooth Ruffled Feathers, Fur...And Scales",""
6:30am,Jacob Two-Two,Jacob Two-Two & The Crumbling Cookie,""
7:00am,Being Ian,For Whom The Wedding Bell Toll,""
7:30am,Martin Mystery,Pirates Of The Doom,""
8:00am,The Fairly OddParents,Fairy Fairy Quite Contrary / Nectar Of The Odds,""
8:30am,Winx Club,The Day Of The Rose,""
9:00am,Monster by Mistake,Campsite Creeper,""
9:25am,Mona the Vampire,Ventrillo-Creep / Limo to Loserville,""
9:50am,The Berenstain Bears,Slumber Party / The Homework Hassle,""
10:20am,George Shrinks,Sunken Treasures,""
10:45am,Jane and the Dragon,A Dragon's Tail,""
11:10am,Pippi Longstocking,Pippi Goes Home,""
11:35am,LazyTown,Sleepless in LazyTown,""
12:00pm,Being Ian,Crime-Corder,""
12:30pm,The Amazing Adrenalini Brothers,Hunchback of Heartbreak / Chute of Death / Cape of Majesty,""
1:00pm,Inspector Gadget,Haunted Castle,""
1:25pm,Mischief City,Scaredy Pants / Treehouse Follies,""
1:35pm,Stickin Around,Beware The Lunchwad / Madame Know,""
2:15pm,The Amazing Adrenalini Brothers,Peaks Of Peril/Voices Of Madness/Waves Of Turmoil,""
2:30pm,Captain Flamingo,Beyond The Thundermonkey Dome / Gum Control,""
3:00pm,Jacob Two-Two,Jacob Two Two & The After School Abatoir,""
3:30pm,Pandalian,Pandemonium In Pandasia!,""
4:00pm,Teen Titans,Date With Destiny,""
4:30pm,Hi Hi Puffy AmiYumi,Secret Origin / Legend of Mei Pei / Under the Hood,""
5:00pm,Spongebob Squarepants,Born Again Krabs / Safety Freak,""
5:30pm,Danny Phantom,Prisoners Of Love,""
6:00pm,The Fairly OddParents,Hail To The Chief / Twistory,""
6:30pm,Being Ian,Sask-Watch,""
7:00pm,Sabrina the Teenage Witch,The Four Faces Of Sabrina,""
7:30pm,Unfabulous,The Balancing Act,""
8:00pm,Malcolm In The Middle,Francis Escapes,""
8:30pm,Fatherhood,It's Your Birthday,""
9:00pm,15/Love,The Agent Game,""
9:30pm,Zixx: Level Two,Dwayne's World,""
10:00pm,Prank Patrol,Telekinisis,""
10:30pm,Bob & Margaret,The Dental Convention,""
11:00pm,Madison,Tree Huggers,""
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Features,""
