Time,Show,Episode,Image
12:00am,Case Closed,The Disappearing Act,""
12:30am,Ghost in the Shell: Stand Alone Complex,Equinox,""
1:00am,Full Metal Alchemist,Her Reason,""
1:32am,Gundam Seed,False Peace,""
2:00am,Naruto,"",""
2:30am,InuYasha,The Demon Protector of the Sacred Jewel Shard,""
3:00am,Stainz-R-Out (Paid Programming),""
3:32am,Dragon Ball GT,Super Gogeta! Goku and Vegeta Become One!,""
4:00am,One Piece,Who Gets The Last Laugh?,""
4:30am,Yu-Gi-Oh!,"The Final Duel, Part 3",""
5:00am,Pokémon Chronicles,The Blue Badge of Courage!,""
5:30am,Beyblade,La Isla Bey-Nita!!,""
6:00am,Monster By Mistake,Sasquashed,""
6:30am,Mona The Vampire,Golliath / Space Campers,""
7:00am,Captain Flamingo,A Fish Called Milo / High And Flighty,""
7:30am,The Amazing Adrenalini Brothers,Adrenalini Brothers,""
8:00am,"The Adventures of Jimmy Neutron, Boy Genius",King Of Mars,""
8:30am,The Fairly OddParents,Crime Wave / Odd Ball,""
9:00am,Teen Titans,Kole,""
9:30am,Xiaolin Showdown,Hannibal's Revenge,""
10:00am,Danny Phantom,Pirate Radio,""
10:30am,Monster Warriors,Attack Of The Enormous Terrifying Ladybug,""
11:00am,The X's,AAIIEE Robot / Mission: Irresponsible,""
11:30am,Avatar: The Last Airbender,Winter Solstice Part 2: Avatar Roku,""
12:00pm,Yu-Gi-Oh! GX,"Rise Of The Sacred Beats, Part 1",""
12:30pm,Martin Mystery,Mystery Of The Teen Town,""
1:00pm,Beyblade,My Way Or The Highway,""
1:30pm,Transformers: Cybertron,Landmine,""
2:00pm,Being Ian,The Kelley's,""
2:30pm,Jacob Two-Two,Jacob Two Two and The Uber Odour,""
3:00pm,Captain Flamingo,A Fish Called Mil o/ High And Flighty,""
3:30pm,The Amazing Adrenalini Brothers,Adrenalini Brothers,""
4:00pm,The Fairly OddParents,Abra Catastrophe,""
4:30pm
5:00pm
5:30pm,Prank Patrol,Best of Prank Patrol,""
6:00pm,Double Date,""
6:30pm,Zixx: Level Two,The Rod Of Lethor,""
7:00pm,Ghost Trackers,The Ghost Of Elston Farmhouse,""
7:30pm,Dark Oracle,Babysitting,""
8:00pm,Martin Mystery,Day Of The Shadows,""
8:30pm
9:00pm,It's Alive,""
9:30pm
10:00pm,Fries With That?,"Peace, Love & Misunderstanding",""
10:30pm,The Soup Kitchen,""
11:00pm,Bob and Margaret,Love's Labours Lost,""
11:30pm,Committed,Who Wants To Be A Crillionaire,""
