Time,Show,Episode,Image
12:00am,Home Alone (1990),""
12:30am
1:00am
1:30am
2:00am,The Fresh Prince of Bel-Air,Christmas Show,""
2:30am,Something for Nothing,""
3:00am,Paid Programming,""
3:30am,""
4:00am,Game Gurus,Silva Family vs. Esdelle Family,""
4:30am,Prank Patrol,Dream Machine,""
5:00am,Mystery Hunters,Macbeth / Salem Witches,""
5:30am,Timeblazers,Message in a Bottle,""
6:00am,Brady's Beasts,How to Turn Your Pet into a Monster / How to Heal a Howler's Heart,""
6:30am,Jacob Two-Two,Jacob Two-Two and the Wicked Glitch,""
7:00am,Being Ian,Crime-Corder,""
7:30am,Martin Mystery,Mystery of the Vanishing,""
8:00am,The Fairly OddParents,Odd Couple / Class Clown,""
8:30am,Winx Club,Spelled,""
9:00am,Monster By Mistake,Kidnapped,""
9:25am,Mona the Vampire,Garage Sale Genie / Ghouls and Dolls,""
9:50am,The Berenstain Bears,The In Crowd / Fly It,""
10:15am,George Shrinks,Snowman's Land,""
10:41am,Jane and the Dragon,All Fool's Day,""
11:05am,Pippi Longstocking,Pippi Meets a Master Criminal,""
11:30am,LazyTown,Robbie's Greatest Misses,""
12:00pm,Being Ian,The Kelley Boys and the Mysterious Lighthouse Mystery,""
12:30pm,Captain Flamingo,Play on Words / Present Tense,""
1:00pm,Inspector Gadget,Birds of a Feather,""
1:25pm,Mischief City,Sore Winners / Being Mr. Cube,""
1:50pm,Stickin' Around,"Have a Cow, Man / Ice Cream, You Scream",""
2:13pm,The Amazing Adrenalini Brothers,Lamp of Confusion! / Bellies of Belligerence! / Jungle of Ruin!,""
2:35pm,Captain Flamingo,Burr in the Hand / Knot in My Backyard,""
3:00pm,Jacob Two-Two,Jacob Two-Two and the Big Brain Exchange,""
3:30pm,Yu-Gi-Oh!,Getting Played,""
4:00pm,Teen Titans,Fear Itself,""
4:30pm,Viva Piñata,Cocoadile Tears / Candiosity,""
5:00pm,SpongeBob SquarePants,Ugh!,""
5:30pm,Danny Phantom,Beauty Marked,""
6:00pm,The Fairly OddParents,Big Superhero Wish,""
6:30pm,Being Ian,Band 'o Bruthaz,""
7:00pm,Avatar: The Last Airbender,The Desert,""
7:30pm,Team Galaxy,H2O-No,""
8:00pm,Malcom in the Middle,Poker,""
8:30pm,Weird Years,Silence of the Goats,""
9:00pm,15/Love,Picture Perfect,""
9:30pm,My Family,First Past the Post,""
10:00pm,Prank Patrol,The Teleporter,""
10:30pm,Bob and Margaret,Stranded in Toronto,""
11:00pm,Madison,The Firefighter,""
11:30pm,Hollywood's Ten Best,Father-Daughter Movies,""
