Time,Show,Episode,Image
12:00am,Transformers: The Movie (1986),""
12:30am
1:00am
1:30am
2:00am,Smallville,Rogue,""
2:30am
3:00am,Samurai Jack,Jack and the Flying Prince and Princess,""
3:30am,Avatar: The Last Airbender,Avatar Roku,""
4:00am,Xiaolin Showdown,Hannibal's Revenge,""
4:30am,Teen Titans,Kole,""
5:00am,Martin Mystery,Scream From The Forest,""
5:30am,Danny Phantom,Pirate Radio,""
6:00am,Monster By Mistake,Knight And Day,""
6:30am,Mona the Vampire,Black Hole / Waxing Nostalgic,""
7:00am,Jane and the Dragon,Foul Weather Friends,""
7:30am,The Amazing Adrenalini Brothers,Adrenalini Brothers,""
8:00am,Being Ian,Once A Pawn A Time,""
8:30am,Captain Flamingo,Play On Words / Present Tense,""
9:00am,The Fairly OddParents,Who's Your Daddy / Homewrecker,""
9:30am,Catscratch,Lovesick / King Of All Root Beer,""
10:00am,SpongeBob SquarePants,Club Spongebob / My Pretty Sea Horse,""
10:30am,All Grown Up,Blind Man's Bluff,""
11:00am,Jane and the Dragon,Dragon's Egg,""
11:30am,Being Ian,Joust Kidding Around,""
12:00pm,Jacob Two-Two,Jacob Two Two & The Robot Rescue,""
12:30pm,The Amazing Adrenalini Brothers,Fangs Of Horror / Pirates Of Greed / Pyramids Of Peril,""
1:00pm,Winx Club,Trouble In Paradise,""
1:30pm,Girlstuff/Boystuff,The Lake / Klingon,""
2:00pm,Captain Flamingo,Play On Words / Present Tense,""
2:30pm,Spy Academy,Mission Find And Unwind,""
3:00pm,Video & Arcade Top 10,Video & Arcade Xv,""
3:30pm,Zixx: Level Two,Talk Like An Egyptian,""
4:00pm,The Challenge (2003),""
4:30pm
5:00pm
5:30pm
6:00pm,Being Ian,Hurry For Hollywood,""
6:30pm
7:00pm,For Whom The Wedding Bell Toll,""
7:30pm,Show Me The Bunny,""
8:00pm,Captain Flamingo,Run Milo Run / Blizzard Of Ooze,""
8:30pm,Fries With That?,One Alex To Go,""
9:00pm
9:30pm,Mystery Hunters,Ice Mummies / Cryonics,""
10:00pm,15/Love,Between A Brock And A Hard Place,""
10:30pm,Ready Or Not,Break Up,""
11:00pm,Madison,Dead Mantalking,""
11:30pm,Hollywood's Ten Best,Hollywood's 10 Best Hairdo',""
