Time,Show,Episode,Youtube Video ID
12:00am,Invader Zim,Battle of the Planets,
12:30am,Justice League Unlimited,The Cat And The Canary,
1:00am,Fullmetal Alchemist,The Scar,
1:30am,Ghost in the Shell: Stand Alone Complex,Escape From,
2:00am,Inuyasha,The Ghastly Steel Machine,
2:30am,Naruto,Hospital Besieged: The Evil Hand Revealed!,
3:00am,One Piece,Roguetown,
3:30am,Paid Programming,,
4:00am,Yu-Gi-Oh!,"A Brawl In Small Town, Part 2",
4:30am,Yu-Gi-Oh! GX,"Monkey See, Monkey Duel",
5:00am,Pokémon Advanced,A Poached Ego,
5:30am,Battle B-Daman,The Karat Question,
6:00am,Mischief City,Super Juice/Fun Day,
6:30am,The Amazing Adrenalini Brothers,,
7:00am,Captain Flamingo,Under There! Underwear? / Exhibit: Yikes!,
7:30am,Xiaolin Showdown,In The Flesh,
8:00am,SpongeBob SquarePants,Skill Crane / Good Neighbors,
8:30am,The Fairly OddParents,Blondes Have More Fun / 5 Days,
9:00am,Viva Piñata,Hero & Franklin Can't Dance,
9:30am,Danny Phantom,Bitter Reunions,
10:00am,Teen Titans,Switched,
10:30am,Team Galaxy,Comet Surfing,
11:00am,Avatar: The Last Airbender,The Cave Of Two Lovers,
11:30am,Shuriken School,Old School Ninja,
12:00pm,Monster Warriors,Pterodactyl Terror,
12:30pm,G.I. Joe Sigma 6,"Zeus, Part 2",
1:00pm,Pokémon: Advanced Battle,Sitting Psyduck,
1:30pm,Battle B-Daman,That's What Friends Are For,
2:00pm,Transformers Cybertron,Savage,
2:30pm,Yu-Gi-Oh! GX,A Greater Porpoise,
3:00pm,Martin Mystery,Revenge Of The Doppleganger,
3:30pm,Ruby Gloom,Unsung Hero,
4:00pm,Rudolph the Red-Nosed Reindeer: The Movie (1998),,
4:30pm,,,
5:00pm,,,
5:30pm,,,
6:00pm,Prank Patrol,Lost Dog,
6:30pm,Ghost Trackers,Orillia Opera House,
7:00pm,Smallville,,
7:30pm,,,
8:00pm,Home Alone (1990),,
8:30pm,,,
9:00pm,,,
9:30pm,,,
10:00pm,Weird Years,Death Of A Mailman,
10:30pm,Bob and Margaret,Undefended Border,
11:00pm,Mystery Hunters,Oracle / Cursed Fort,
11:30pm,Ghost Trackers,Orillia Opera House,
