Time,Show,Episode,Image
12:00am,Ghost in the Shell: Stand Alone Complex,Re-View,""
12:30am,Samurai Jack,The 4 Seasons Of Death,""
1:00am,Witch Hunter Robin,Family Portrait,""
1:30am,Mobile Suit Gundam SEED,The Sea Dyed Red,""
2:00am,Naruto,Chunin Challene: Rock Lee Vs. Sasuke!,""
2:30am,InuYasha,Transform Heartache Into Courage,""
3:00am,Paid Programming,""
3:30am,Dragon Ball GT,Sugaroku Space...Collapse!,""
4:00am,One Piece,he Circus Comes To Town!,""
4:30am,Yu-Gi-Oh!,Shadow Of A Duel,""
5:00am,Pokémon Chronicles,"The Legend Of Thunder, Part 1",""
5:30am,Beyblade: V-Force,Hilary's Bey-B-Cue,""
6:00am,Monster By Mistake,Just Desserts,""
6:30am,Mona the Vampire,Day's Work/Intrigue,""
7:00am,Krypto the Superdog,Puppy Problems / Switching Sides,""
7:30am,Battle B-Daman,With Friends Like These,""
8:00am,Yu-Gi-Oh!,"Sinister Secrets, Part 3",""
8:30am,Beyblade G-Revolution,The Beyblading Spirit,""
9:00am,Teen Titans,The Sum Of His Parts,""
9:30am,Xiaolin Showdown,The Demon Seed,""
10:00am,Danny Phantom,Control Freaks,""
10:30am,Hi Hi Puffy AmiYumi,Helping Hand / Neat Freak / Hypno Kaz,""
11:00am,Justice League Unlimited,We Are Legion,""
11:30am,Avatar: The Last Airbender,Jet,""
12:00pm,Pokémon: Advanced Battle,Do I Hear a Ralts?,""
12:30pm,Shaman King,Shaman Journey,""
1:00pm,Beyblade G-Revolution,The Beyblading Spirit,""
1:30pm,Transformers: Cybertron,Starscream,""
2:00pm,Battle B-Daman,With Friends Like These,""
2:30pm,D.I.C.E.,Runaway Train,""
3:00pm,Video & Arcade Top 10,Video & Arcade XV,""
3:30pm,Zixx: Level One,The Key Ring,""
4:00pm,The Secret of NIMH (1982),""
4:30pm
5:00pm
5:30pm
6:00pm,Jane and the Dragon,Shall We Dance,""
6:30pm,Prank Patrol,Aliens Exist,""
7:00pm,Ghost Trackers,The Ghost Of Westfield Village,""
7:30pm,Dark Oracle,Meeting Of The Quarter Moon,""
8:00pm,Smallville,Run,""
8:30pm
9:00pm,Lean on Me (1989),""
9:30pm
10:00pm
10:30pm
11:00pm
11:30pm
