Time,Show,Episode,Image
12:00am,Madagascar (2005),""
12:30am
1:00am
1:30am
2:00am,The Thundermans,Better Off Wed,""
2:30am,Henry Danger,Hour of Power (Part 1),""
3:00am,Knight Squad,A Knight's Tail,""
3:30am,Game Shakers,Trip Steals The Jet,""
4:00am,"Nicky, Ricky, Dicky & Dawn",Unhappy Campers,""
4:30am,Harpers for President,""
5:00am,Spongebob Squarepants,Barnacle Face / Pet Sitter Pat,""
5:30am,House Sittin' for Sandy / Smooth Jazz at Bikini Bottom,""
6:00am,Cloudy with a Chance of Meatballs,Totally Tall Tales / Flint's Fabulous Future,""
6:30am,The Loud House,Relative Chaos,""
7:00am,Out of the Picture / Room with a Feud,""
7:30am,Back Out There / Spell it Out,""
8:00am,Spongebob Squarepants,Restraining SpongeBob / Fiasco,""
8:30am,Are You Happy Now / Planet of the Jellyfish,""
9:00am,Mysticons,Game of Phones,""
9:30am,The Foz Who Saved Lotus Night,""
10:00am,Cloudy with a Chance of Meatballs,Totally Tall Tales / Flint's Fabulous Future,""
10:30am,Have Yourself a Sardiney Little Christmas,""
11:00am,Chuck's Choice,"The Good, The Bad and the UD (Part 1 /The Good, The Bad and the UD (Part 2)",""
11:30am,Cool Hand Norm / Sunny Daze,""
12:00pm,Show Me The Buddy / No Sleep Till,""
12:30pm,Mysticons,Game of Phones,""
1:00pm,The Foz Who Saved Lotus Night,""
1:30pm,The ZhuZhus,Happy Bounciversary / Say It Don't Spray It,""
2:00pm,Home Run Hamsters / Chip Off The Old Chunk,""
2:30pm,Cloudy with a Chance of Meatballs,Totally Tall Tales / Flint's Fabulous Future,""
3:00pm,Have Yourself a Sardiney Little Christmas,""
3:30pm,Spongebob Squarepants,Free Samples / Home Sweet Rubble,""
4:00pm,Karen 2.0 / Inspongeiac,""
4:30pm,The Loud House,Fool's Paradise / Job Insecurity,""
5:00pm,ARGGH! You For Real? / Garage Banned,""
5:30pm,"Nicky, Ricky, Dicky & Dawn",Do It All Dawn,""
6:00pm,Henry Danger,Saturday Night Lies,""
6:30pm,Double Dare,Sisters on a Roll vs. Synergy Skaters,""
7:00pm,Lilo & Stitch (2002),""
7:30pm
8:00pm
8:30pm
9:00pm,""
9:30pm
10:00pm
10:30pm
11:00pm,Just Kidding,S2E27,""
11:30pm,S2E28,""
